,Unnamed: 0,avg_vol_3m,change,company_name,last_price,market_cap,pe_ratio_ttm,percent_change,sector_name,symbol,volume,Apr_1_2024,Mar_1_2024,Feb_1_2024,Jan_1_2024,Dec_1_2023,Nov_1_2023,Oct_1_2023,Sep_1_2023,Aug_1_2023,Jul_1_2023,Jun_1_2023,May_1_2023,Apr_1_2023,Mar_1_2023,Feb_1_2023,Jan_1_2023,Dec_1_2022,Nov_1_2022,Oct_1_2022,Sep_1_2022,Aug_1_2022,Jul_1_2022,Jun_1_2022,May_1_2022,Apr_1_2022,Mar_1_2022,Feb_1_2022,Jan_1_2022,Dec_1_2021,Nov_1_2021,Oct_1_2021,Sep_1_2021,Aug_1_2021,Jul_1_2021,Jun_1_2021,May_1_2021,Apr_1_2021,Mar_1_2021,Feb_1_2021,Jan_1_2021,Dec_1_2020,Nov_1_2020,Oct_1_2020,Sep_1_2020,Aug_1_2020,Jul_1_2020,Jun_1_2020,May_1_2020,Apr_1_2020,Mar_1_2020,Feb_1_2020,Jan_1_2020,Dec_1_2019,Nov_1_2019,Oct_1_2019,Sep_1_2019,Aug_1_2019,Jul_1_2019,Jun_1_2019,May_1_2019,3m_change,3m_rolling_avg,3m_volatility,6m_change,6m_rolling_avg,6m_volatility,12m_change,12m_rolling_avg,12m_volatility,recommendation
200,200,"357,191",-1.11,"Assurant, Inc.",175.94,9158011904,14.72,-0.63%,Financial Services,AIZ,8887,174.6,188.24,181.45,167.95,168.49,168.02,148.9,143.58,139.33,134.51,125.72,119.99,123.13,120.07,127.39,132.59,125.06,128.22,135.86,145.27,158.49,175.78,172.85,176.69,181.88,181.83,169.71,152.51,155.86,152.1,161.31,157.75,170.11,157.81,156.18,161.15,155.6,141.77,123.22,135.47,136.22,129.12,124.37,121.31,121.56,107.47,103.29,102.58,106.24,104.09,120.59,130.56,131.08,132.87,126.07,125.82,123.0,113.36,106.38,99.96,-3.7751446679526013,181.42999999999998,5.568524640034085,3.916200452327094,174.79166666666666,7.720132590974213,45.51212601050088,155.065,21.648414684067127,Sell
201,201,"530,122",-1.23,SEI Investments Company,65.37,8597266432,18.89,-1.85%,Financial Services,SEIC,89835,66.95,71.9,67.25,63.24,63.55,58.67,53.66,60.23,62.06,62.99,59.62,56.58,58.91,57.55,60.25,62.43,58.3,62.28,54.3,49.05,54.7,55.36,54.02,58.43,55.72,60.21,58.58,58.61,60.94,59.63,63.04,59.3,62.81,60.8,61.97,63.44,61.44,60.93,56.0,52.85,57.47,52.75,49.15,50.72,52.36,52.33,54.98,54.22,50.96,46.34,54.71,65.26,65.48,64.53,59.92,59.26,57.51,59.59,56.1,50.25,-0.4460966542750887,68.7,2.266053838724934,14.112834498039886,65.26,4.1097120742618145,18.32803110639803,62.225,4.771525786719941,Buy
205,205,"763,080",0.22,"Stride, Inc.",63.445,2744307200,14.86,+0.34%,Consumer Defensive,LRN,70173,58.1,63.05,59.75,59.95,59.37,60.58,54.98,45.03,42.49,38.21,37.23,40.41,42.96,39.25,42.47,42.93,31.28,35.41,33.51,42.03,38.14,44.68,40.79,39.11,39.3,36.33,33.58,35.07,33.33,34.13,35.5,35.94,34.24,30.66,32.13,26.88,28.63,30.11,24.05,25.75,21.23,23.33,23.87,26.34,37.21,45.79,27.24,24.62,22.71,18.86,19.88,16.14,20.35,19.65,19.79,26.4,26.35,29.85,30.41,30.57,-2.7615062761506253,60.300000000000004,2.0579115627256663,-4.093760316936278,60.13333333333333,1.5057740718831467,43.77629299678299,51.59583333333334,9.570340866738006,Buy
207,207,"94,062",-1.4,J&J Snack Foods Corp.,137.4,2662784512,33.43,-1.01%,Consumer Defensive,JJSF,5449,136.51,144.56,145.08,159.23,167.14,164.55,156.61,163.65,162.13,160.32,158.36,153.95,153.2,148.22,141.21,143.3,149.71,164.02,147.61,129.47,149.03,135.51,139.66,128.22,149.7,155.1,163.72,151.69,157.96,136.58,147.55,152.82,163.76,164.38,174.41,175.58,164.61,157.03,158.76,152.66,155.37,145.39,135.57,130.39,135.95,123.13,127.13,128.63,127.03,121.0,160.82,165.84,184.27,185.0,190.76,192.0,193.06,185.84,160.95,160.85,-5.907085745795437,142.04999999999998,3.9231195070589844,-17.040413248252822,152.845,11.386329156785635,-11.328353361481,156.0075,8.956005550281144,Hold
208,208,"121,994",-0.55,Central Garden & Pet Company,41.39,2601949184,20.49,-1.31%,Consumer Defensive,CENT,2327,40.23,42.83,43.87,36.73,39.24,31.78,34.17,34.57,34.57,31.7,30.36,28.43,28.85,32.15,31.71,32.84,29.33,32.15,32.32,28.22,31.26,33.94,33.22,35.38,34.29,34.42,37.07,36.33,41.21,37.73,40.39,37.59,36.06,37.82,41.45,43.01,42.4,45.43,35.71,33.12,30.23,31.35,30.51,31.27,31.86,29.65,28.18,28.73,25.79,21.53,20.97,25.22,24.33,20.66,23.51,22.89,20.69,23.79,21.1,22.04,-8.297241850923184,42.31,1.5308385501634938,26.589049716803004,39.11333333333334,4.024105145522693,41.50545198733731,35.70666666666667,4.73751223979656,Buy
210,210,"157,191",-0.5,"PriceSmart, Inc.",80.41,2464960512,20.25,-0.62%,Consumer Defensive,PSMT,7681,80.91,84.0,84.14,76.02,75.78,67.39,62.49,74.43,79.48,77.73,74.06,72.48,73.68,71.48,69.72,74.31,60.78,71.04,63.97,57.59,63.27,66.38,71.63,78.63,79.45,78.87,72.72,71.41,73.17,71.72,71.95,77.55,84.61,89.74,91.01,88.3,84.04,96.75,96.45,93.88,91.09,81.28,69.0,66.45,65.75,65.37,60.33,54.38,63.54,52.55,55.69,61.26,71.02,74.74,74.1,71.1,60.43,61.0,51.12,48.6,-3.8388400285238933,83.01666666666667,1.490734345511934,20.062323786912,78.04,5.824932045383306,11.630794701986744,75.7425,6.082729821661761,Buy
215,215,"76,219",0.26,"Tootsie Roll Industries, Inc.",30.57,2180066048,23.16,+0.86%,Consumer Defensive,TR,4310,30.46,32.03,31.57,31.64,32.27,32.13,30.2,28.99,31.21,33.84,34.38,37.93,39.69,43.6,41.5,42.16,40.13,42.37,38.07,31.37,33.77,33.1,33.32,31.17,33.02,32.95,30.89,31.07,33.16,28.78,28.96,27.85,28.96,31.47,31.03,28.63,28.89,30.32,27.37,35.17,26.39,27.52,26.55,27.45,28.42,28.17,30.45,31.65,31.21,31.95,28.5,30.31,30.33,30.52,30.46,33.0,32.59,33.19,32.81,33.73,-3.5159961989230264,31.353333333333335,0.6590059854727337,-5.19763460939932,31.683333333333334,0.6020981832078742,-19.694173477458474,32.22083333333334,2.2235611764814474,Hold
217,217,2.375M,0.78,"Cardinal Health, Inc.",104.32,25374064640,41.40,+0.75%,Healthcare,CAH,142513,102.83,111.9,111.98,109.19,100.8,107.08,91.0,86.82,87.33,91.47,94.57,82.3,82.1,75.5,75.71,77.25,76.87,80.17,75.9,66.68,70.72,59.56,52.27,56.32,58.05,56.7,54.01,51.57,51.49,46.23,47.81,49.46,52.49,59.38,57.09,56.07,60.34,60.75,51.52,53.73,53.56,54.59,45.79,46.95,50.76,54.62,52.19,54.69,49.48,47.94,52.12,51.21,50.58,55.03,49.45,47.19,43.13,45.73,47.1,42.07,-8.17110198249688,108.90333333333335,4.2946193726051645,-3.9689951438177067,107.29666666666668,4.260550303527575,24.9453219927096,98.10583333333335,10.066795632452047,Buy
218,218,"542,824",-2.46,ICON Public Limited Company,306.98,25324347392,41.48,-0.79%,Healthcare,ICLR,195843,297.93,335.95,320.62,260.87,283.07,266.94,243.96,246.25,259.94,251.41,250.2,213.03,192.69,213.59,225.63,230.71,194.25,215.44,197.84,183.78,209.83,241.25,216.7,223.79,226.21,243.22,238.01,265.72,309.7,270.47,286.77,262.02,255.77,243.27,206.71,223.76,216.95,196.37,180.68,203.81,194.98,194.88,180.3,191.09,186.41,185.46,168.46,168.45,160.47,136.0,156.06,168.62,172.23,163.16,146.9,147.34,154.19,156.17,153.97,141.56,-7.0769134801322435,318.1666666666667,15.618242183065567,11.609350415823783,294.22999999999996,27.181058968823613,39.85354175468244,269.18083333333334,33.25898561750727,Sell
219,219,1.388M,-1.58,"Zimmer Biomet Holdings, Inc.",119.59,24571078656,24.51,-1.30%,Healthcare,ZBH,51106,120.78,131.98,124.36,125.6,121.7,116.31,104.41,112.22,119.12,138.15,145.6,127.34,138.44,129.2,123.87,127.34,127.5,120.1,113.35,104.55,106.32,110.39,105.06,120.21,120.75,127.9,123.49,119.44,123.34,116.12,138.95,142.1,146.07,158.66,156.14,163.43,172.0,155.42,158.31,149.19,149.6,144.78,128.25,132.17,136.78,130.93,115.88,122.66,116.21,98.14,132.18,143.59,145.32,141.05,134.2,133.27,135.15,131.19,114.31,110.61,-2.878739144419426,125.70666666666666,4.670484152871325,3.8431777147278816,123.455,4.819791662164104,-5.151562745406001,123.96416666666666,10.667075871057113,Buy
221,221,"392,929",-2.21,"Molina Healthcare, Inc.",365.2,21394804736,19.46,-0.60%,Healthcare,MOH,126959,361.87,410.83,393.91,356.44,361.31,365.56,332.95,327.89,310.12,304.49,301.24,273.9,297.89,267.49,275.33,311.83,330.22,336.77,358.86,329.84,337.37,327.72,279.61,290.22,313.45,333.59,306.87,290.48,318.08,285.18,295.72,271.31,268.77,273.01,253.06,251.36,255.1,233.76,216.76,213.61,212.68,204.13,186.47,183.04,184.97,184.7,177.98,185.82,163.97,139.71,122.55,122.97,135.69,135.5,117.64,109.72,130.28,132.78,143.14,142.26,-8.133837678657565,388.87000000000006,20.30306380820392,-1.0094102199365351,374.9866666666667,20.144379420131617,32.11756115370574,341.7091666666666,38.6930214333139,Sell
223,223,"489,120",-1.78,STERIS plc,201.025,19864084480,35.27,-0.88%,Healthcare,STE,23059,200.9,224.82,232.91,218.95,219.85,200.94,209.98,219.42,229.59,225.55,224.98,199.97,188.55,191.28,188.03,206.51,184.69,185.74,172.58,166.28,201.38,225.65,206.15,228.2,224.05,241.77,240.0,224.4,243.41,218.53,233.74,204.28,215.01,217.95,206.3,190.86,211.02,190.48,174.8,187.11,189.54,193.81,177.19,176.19,159.64,159.63,153.44,165.89,142.5,139.97,158.62,150.69,152.42,151.14,141.57,144.49,154.4,148.86,148.88,133.68,-13.743506075308055,219.54333333333332,13.590252225604772,-0.019906439733249747,216.39499999999998,11.840206571959232,0.46506976046407306,217.32166666666663,11.115102963485713,Sell
225,225,"414,151",-4.31,Waters Corporation,305.94,18145241088,28.25,-1.39%,Healthcare,WAT,25702,299.23,344.23,337.42,317.71,329.23,280.61,238.53,274.21,280.8,276.21,266.54,251.22,300.36,309.63,310.89,328.58,342.58,346.6,299.17,269.53,298.6,364.03,330.98,327.95,303.02,310.39,316.73,320.12,372.6,328.07,367.55,357.3,414.02,389.81,345.61,322.25,299.87,284.17,273.88,264.67,247.42,232.01,222.82,195.68,216.26,213.15,180.4,199.85,187.0,182.05,194.89,223.79,233.65,222.07,211.62,223.23,211.89,210.56,215.24,200.71,-11.318238397249718,326.96000000000004,19.80418642610698,6.635543993442858,318.0716666666667,22.142118550149824,19.110739590796918,291.3283333333334,32.75683995578464,Sell
227,227,1.79M,-1.22,"Hologic, Inc.",75.49,17719918592,35.78,-1.59%,Healthcare,HOLX,77373,76.22,77.96,73.8,74.44,71.45,71.3,66.17,69.4,74.74,79.42,80.97,78.89,86.01,80.7,79.64,81.37,74.81,76.16,67.8,64.52,67.56,71.38,69.3,75.27,71.99,76.82,71.17,70.24,76.56,74.73,73.31,73.81,79.15,75.04,66.72,63.06,65.55,74.38,72.09,79.73,72.83,69.13,68.82,66.47,59.72,69.78,57.0,53.0,50.1,35.1,47.12,53.52,52.21,51.32,48.31,50.49,49.37,51.25,48.02,44.01,3.279132791327916,75.99333333333334,1.7058591839760842,6.900420757363257,74.19500000000001,2.3947146663711996,-3.3844593738116386,74.56333333333333,4.239829661148611,Buy
228,228,1.134M,-1.64,"The Cooper Companies, Inc.",88.555,17600837632,60.65,-1.82%,Healthcare,COO,119619,90.04,101.46,93.6,93.26,94.61,84.23,77.94,79.5,92.5,97.82,95.86,92.88,95.36,93.34,81.74,87.23,82.67,79.09,68.35,65.97,71.86,81.75,78.28,87.68,90.26,104.4,102.25,99.57,104.74,94.12,104.23,103.33,112.68,105.44,99.07,98.36,102.72,96.02,96.53,91.01,90.83,83.81,79.76,84.28,78.6,70.73,70.91,79.25,71.68,68.92,81.14,86.72,80.32,78.27,72.75,74.25,77.44,84.35,84.22,74.45,-3.803418803418791,95.03333333333335,4.771088857785909,6.89777988840081,92.86666666666667,5.166545159861554,-3.0577088716623484,91.14166666666667,6.828585545744852,Buy
229,229,17.684M,-58.99,"Meta Platforms, Inc.",434.51,1102147616768,29.26,-11.95%,Communication Services,META,25423621,481.73,485.58,490.13,390.14,353.96,327.15,301.27,300.21,295.89,318.6,286.98,264.72,240.32,211.94,174.94,148.97,120.34,118.1,93.16,135.68,162.93,159.1,161.25,193.64,200.47,222.36,211.03,313.26,336.35,324.46,323.57,339.39,379.38,356.3,347.71,328.73,325.08,294.53,257.62,258.33,273.16,276.97,263.11,261.9,293.2,253.67,227.07,225.09,204.71,166.8,192.47,201.91,205.25,201.64,191.65,178.08,185.67,194.23,193.0,177.47,-1.7138310244220873,485.81333333333333,3.4332524262311623,47.25049671404556,421.4483333333333,66.9464759880774,81.97718343910546,358.03,79.97817775285122,Buy
230,230,3.911M,1.4,"Netflix, Inc.",556.52,239805022208,38.57,+0.25%,Communication Services,NFLX,824512,554.6,607.33,602.92,564.11,486.88,473.97,411.69,377.6,433.68,438.97,440.49,395.23,329.93,345.48,322.13,353.86,294.88,305.53,291.88,235.44,223.56,224.9,174.87,197.44,190.36,374.59,394.52,427.14,602.44,641.9,690.31,610.34,569.19,517.57,528.21,502.81,513.47,521.66,538.85,532.39,540.73,490.7,475.74,500.03,529.56,488.88,455.04,419.73,419.85,375.5,369.03,345.09,323.57,314.66,287.41,267.62,293.75,322.99,367.32,343.28,-8.014330259404224,588.2833333333333,23.885661435727958,17.01162520834652,548.3016666666667,51.72829123302729,40.323356020545,482.28916666666674,77.30390874748113,Sell
231,231,11.728M,-2.79,The Walt Disney Company,111.13,203845763072,68.18,-2.45%,Communication Services,DIS,1810294,111.99,122.36,111.58,96.05,90.29,92.69,81.59,81.05,83.68,88.89,89.28,87.96,102.5,100.13,99.61,108.49,86.88,97.87,106.54,94.33,112.08,106.1,94.4,110.44,111.63,137.16,148.46,142.97,154.89,144.9,169.07,169.17,181.3,176.02,175.77,178.65,186.02,184.52,189.04,168.17,181.18,148.01,121.25,124.08,131.87,116.94,111.51,117.3,108.15,96.6,117.65,138.31,144.63,151.58,129.92,130.32,137.26,143.01,139.64,132.04,0.36744936368524517,115.31,4.987912054824812,20.822095155895994,104.16000000000001,11.813235515020146,27.31923601637108,94.78416666666668,12.787933412878807,Buy
232,232,4.421M,-1.73,"T-Mobile US, Inc.",162.45,192807026688,23.44,-1.05%,Communication Services,TMUS,885847,162.36,163.22,163.3,161.23,160.33,150.45,143.86,140.05,136.25,137.77,138.9,137.25,143.9,144.84,142.18,149.31,140.0,151.46,151.56,134.17,143.96,143.06,134.54,133.29,123.14,128.35,123.21,108.17,115.98,108.81,115.03,127.76,137.02,144.02,144.83,141.45,132.13,125.29,119.97,126.08,134.85,132.94,109.57,114.36,116.68,107.38,104.15,100.04,87.8,83.9,90.16,79.19,78.42,78.55,82.66,78.77,78.05,79.73,74.14,73.44,-0.575627679118186,162.96,0.425519290592875,7.916251246261234,160.14833333333334,4.463188011077091,18.295081967213125,149.58083333333335,11.167116502133494,Buy
233,233,18.746M,-0.39,Verizon Communications Inc.,39.105,164592943104,14.65,-0.97%,Communication Services,VZ,2671436,38.6,41.96,40.02,42.35,37.7,38.33,35.13,32.41,34.98,34.08,37.19,35.63,38.83,38.89,38.81,41.57,39.4,38.98,37.37,37.97,41.81,46.19,50.75,51.29,46.3,50.94,53.67,53.23,51.96,50.27,52.99,54.01,55.0,55.78,56.03,56.49,57.79,58.15,55.3,54.75,58.75,60.41,56.99,59.49,59.27,57.48,55.13,57.38,57.45,53.73,54.16,59.44,61.4,60.24,60.47,60.36,58.16,55.27,57.13,54.35,-3.5482258870564753,40.193333333333335,1.3771790813914586,0.7044090790503604,39.82666666666666,1.789931718126576,8.335672186359805,37.365,2.953098655085311,Buy
235,235,38.129M,-0.28,AT&T Inc.,16.53,118576799744,8.39,-1.67%,Communication Services,T,7894490,16.31,17.6,16.93,17.69,16.78,16.57,15.4,15.02,14.79,14.52,15.95,15.73,17.67,19.25,18.91,20.37,18.41,19.28,18.23,15.34,17.54,18.78,20.96,21.29,18.86,17.85,17.89,19.26,18.58,17.24,19.08,20.4,20.71,21.19,21.74,22.23,23.72,22.86,21.06,21.62,21.72,21.71,20.41,21.53,22.52,22.34,22.83,23.31,23.01,22.02,26.6,28.41,29.52,28.23,29.07,28.58,26.63,25.72,25.31,23.1,-3.662138216184294,16.946666666666665,0.5267721413371156,-1.5691007845504017,16.98,0.5079370039680126,3.68722186904004,16.107499999999998,1.0092086421218036,Hold
238,238,1.694M,-7.45,"Charter Communications, Inc.",257.2475,37142937600,8.58,-2.82%,Communication Services,CHTR,288196,265.08,290.63,293.93,370.71,388.68,400.13,402.8,439.82,438.12,405.19,367.37,326.15,368.7,357.61,367.61,384.31,339.1,391.29,367.62,303.35,412.63,432.1,468.53,506.93,428.49,545.52,601.78,593.34,651.97,646.28,674.89,727.56,816.66,744.05,721.45,694.53,673.45,617.02,613.42,607.56,661.55,651.99,603.82,624.34,615.61,580.0,510.04,544.0,495.23,436.31,493.17,517.46,485.08,470.01,467.86,412.12,409.59,385.38,395.18,376.8,-9.815262137243568,283.21333333333337,12.89278437300838,-33.75153075250544,334.86000000000007,53.13942980499509,-18.724513260769584,365.71750000000003,56.19216747391639,Sell
243,243,"555,733",-0.52,"TreeHouse Foods, Inc.",36.23,1951405696,34.50,-1.41%,Consumer Defensive,THS,14122,36.67,38.95,35.79,42.1,41.45,40.71,41.69,43.58,46.52,51.61,50.38,47.35,53.25,50.43,48.79,48.43,49.38,49.43,50.24,42.42,46.6,43.42,41.82,41.12,31.5,32.26,39.25,38.73,40.53,36.7,36.14,39.88,37.47,44.4,44.52,48.71,47.6,52.24,50.02,42.23,42.49,41.13,38.84,40.53,42.81,43.82,43.8,52.71,51.73,44.15,38.11,44.6,48.5,48.89,54.02,55.45,50.65,59.34,54.1,52.13,2.4587873707739667,37.13666666666666,1.3315988718662837,-9.92385163350528,39.27833333333333,2.373720122976217,-22.55543822597677,43.06666666666666,4.820275464696552,Hold
244,244,"179,061",-1.54,"The Andersons, Inc.",55.84,1901340800,18.99,-2.68%,Consumer Defensive,ANDE,21929,58.95,57.37,55.28,52.71,57.54,49.86,50.13,51.51,51.36,48.82,46.15,39.01,44.7,41.32,45.63,36.78,34.99,38.5,35.27,31.03,37.03,36.17,32.99,37.61,50.23,50.26,45.6,38.1,38.71,33.98,34.06,30.83,30.38,26.7,30.53,31.08,28.72,27.38,26.14,23.0,24.51,22.73,21.69,19.17,17.73,14.22,13.76,12.96,16.97,18.75,18.37,22.62,25.28,23.1,18.42,22.43,22.92,26.85,27.24,27.17,6.6389290882778615,57.199999999999996,1.5030857150098487,18.23104693140795,55.285000000000004,3.133840827695838,51.115098692642924,51.557500000000005,5.311505004861303,Buy
247,247,"573,379",-0.05,Adtalem Global Education Inc.,47.16,1848110848,16.90,-0.11%,Consumer Defensive,ATGE,17094,46.84,51.4,49.5,50.48,58.95,56.97,51.8,42.85,43.85,43.24,34.34,41.5,40.57,38.62,39.12,38.18,35.5,41.6,41.7,36.45,37.69,40.1,35.97,32.62,29.31,29.71,20.78,29.42,29.56,29.67,36.93,37.81,37.0,36.34,35.64,36.38,34.31,39.54,39.3,38.59,33.95,28.63,23.44,24.54,33.2,34.34,31.15,33.46,31.77,26.79,30.87,34.51,34.97,33.73,29.78,38.09,42.72,47.37,45.05,43.96,-5.373737373737367,49.24666666666667,1.8702109209628952,-17.781288397402133,52.35666666666666,4.238437867369953,12.867469879518081,47.64333333333334,6.6447414463535655,Hold
248,248,"102,435",-0.09,"Weis Markets, Inc.",64.25,1728222208,16.65,-0.14%,Consumer Defensive,WMK,3274,62.58,64.4,64.94,60.75,63.96,60.35,65.1,63.0,64.87,66.34,64.21,59.54,82.49,84.67,76.44,86.34,82.29,87.21,93.67,71.24,77.71,76.93,74.54,73.52,79.88,71.42,61.67,60.24,65.88,62.95,56.31,52.55,56.95,52.65,51.66,50.88,51.85,56.52,53.45,49.28,47.81,47.63,45.41,48.0,49.23,49.82,50.12,55.73,50.03,41.66,37.25,36.69,40.49,39.83,38.49,38.14,38.23,36.45,36.41,37.8,-3.6341238065906984,63.973333333333336,1.0095983799951793,3.6951118475559186,62.830000000000005,1.7669748158929717,5.105811219348336,63.33666666666667,2.0421530033004114,Buy
249,249,"218,403",-0.76,"MGP Ingredients, Inc.",77.14,1697728000,16.07,-0.98%,Consumer Defensive,MGPI,11850,80.52,86.13,85.18,84.95,98.52,85.45,94.66,105.48,119.9,114.01,106.28,95.06,98.68,96.72,101.44,97.54,106.38,125.06,112.05,106.16,109.46,105.18,100.09,96.86,91.33,85.59,79.61,75.66,84.99,77.98,64.21,65.1,65.3,59.65,67.64,69.69,60.1,59.15,63.88,57.9,47.06,43.61,42.02,39.74,35.55,36.27,36.71,37.51,37.73,26.89,28.76,34.06,48.45,45.62,42.89,49.68,48.17,49.99,66.31,60.21,-5.470767785865239,83.94333333333333,2.4515346667388225,-5.769455822118206,86.79166666666667,5.554497927105762,-15.295602777193357,96.34499999999998,12.200563170061729,Hold
253,253,"755,390",-8.14,Laboratory Corporation of America Holdings,199.805,16808775680,46.14,-3.91%,Healthcare,LH,225329,203.07,218.46,215.83,222.3,227.29,216.91,199.73,201.05,208.1,213.93,207.33,182.59,194.77,197.1,205.64,216.6,202.3,206.79,190.6,175.95,193.53,225.25,201.34,211.96,206.43,226.51,233.04,233.13,269.94,245.13,246.58,241.79,260.64,254.42,236.98,235.81,228.41,219.1,206.11,196.66,174.87,171.68,171.62,161.74,150.99,165.74,142.71,150.62,141.28,108.58,150.94,150.69,145.34,148.02,141.55,144.33,143.95,143.92,148.54,139.7,-5.912060417921521,212.45333333333335,6.721330886728386,-6.380526485639207,217.31000000000003,7.426876867162941,11.216386439564046,209.71583333333334,11.596213073192857,Sell
255,255,1.413M,-7.49,BioMarin Pharmaceutical Inc.,83.71,15886065664,96.22,-8.21%,Healthcare,BMRN,1839839,89.49,87.34,86.28,88.08,96.42,91.08,81.45,88.48,91.38,87.93,86.68,86.94,96.04,97.24,99.59,115.35,103.49,100.98,86.63,84.77,89.2,86.05,82.87,75.13,81.35,77.1,78.12,88.63,88.35,86.29,79.23,77.29,84.21,76.73,83.44,77.3,77.92,75.51,77.43,82.78,87.69,78.7,74.43,76.08,78.03,119.81,123.34,106.55,92.02,84.5,90.37,83.5,84.55,80.71,73.21,67.4,75.06,79.32,85.65,82.24,3.720445062586919,87.70333333333333,1.3354233619176907,-1.7457180500658798,89.78166666666668,3.3405908492693657,2.9330572808833644,88.46250000000002,3.426181365602234,Hold
258,258,"885,569",-0.17,"Neurocrine Biosciences, Inc.",138.805,13961006080,56.20,-0.12%,Healthcare,NBIX,69820,133.66,137.92,130.4,139.77,131.76,116.59,110.94,112.5,108.89,101.89,94.3,89.53,101.04,101.22,103.1,110.93,119.44,127.06,115.12,106.21,104.63,94.13,97.48,93.49,90.03,93.75,89.87,79.02,85.17,83.25,105.41,95.91,95.2,93.21,97.32,96.22,94.49,97.25,109.51,109.75,95.85,94.94,98.67,96.16,116.42,120.36,122.0,124.76,98.14,86.55,94.7,100.08,107.49,116.61,99.49,90.11,99.42,96.39,84.43,84.78,2.499999999999993,133.99333333333334,3.079061906201656,14.641049832747226,131.68333333333334,7.501765718075236,49.290740533899246,117.34583333333335,16.45897448118267,Buy
259,259,8.857M,0.05,Viatris Inc.,11.6,13775812608,232.00,+0.43%,Healthcare,VTRS,917587,11.25,11.94,12.37,11.77,10.83,9.18,8.9,9.86,10.75,10.53,9.98,9.15,9.33,9.62,11.4,12.16,11.13,11.03,10.13,8.52,9.55,9.69,10.47,12.27,10.33,10.88,11.01,14.97,13.53,12.31,13.35,13.55,14.63,14.07,14.29,15.24,13.3,13.97,14.85,16.99,18.74,16.82,14.54,14.83,16.38,16.11,16.08,17.07,16.77,14.91,17.19,21.42,20.1,18.78,19.15,19.78,19.47,20.9,19.04,16.8,-9.054163298302338,11.853333333333332,0.46132658954608496,22.54901960784314,11.223333333333334,1.0374595038950782,22.950819672131143,10.542500000000002,1.1068508255406413,Buy
260,260,"883,419",-1.41,"Revvity, Inc.",101.27,12509376512,70.33,-1.37%,Healthcare,RVTY,56735,100.77,105.0,109.59,107.18,109.31,88.9,82.85,110.7,117.03,122.95,118.79,115.32,130.49,133.26,124.57,137.53,140.22,139.73,133.58,120.33,135.06,153.17,142.22,149.67,146.61,174.46,179.61,172.17,201.06,182.16,176.89,173.29,184.8,182.23,154.41,145.07,129.63,128.29,126.09,147.07,143.5,133.0,129.55,125.51,117.72,118.91,98.09,100.47,90.53,75.28,86.44,92.48,97.1,92.9,85.96,85.17,82.7,86.12,96.34,86.34,-8.048179578428694,105.12,3.6017495748594213,13.352080989876253,103.45833333333333,7.155872685346552,-12.617065556711756,107.36583333333333,11.332239745032263,Buy
261,261,1.071M,-0.3,"Shockwave Medical, Inc.",328.57,12323905536,85.34,-0.09%,Healthcare,SWAV,110454,328.6,325.63,260.87,226.25,190.56,174.55,206.26,199.1,220.39,260.6,285.41,275.09,290.16,216.83,190.24,187.93,205.61,253.6,293.15,278.07,296.86,210.93,191.17,164.21,151.13,207.36,177.23,144.97,178.33,180.24,213.7,205.88,214.21,182.0,189.73,179.9,163.46,130.26,116.76,116.04,103.72,97.83,68.32,75.8,63.54,49.32,47.37,44.01,40.12,33.18,40.14,43.42,43.92,39.16,34.02,29.93,41.85,48.92,57.09,59.79,25.963123394794348,305.03333333333336,31.25172244142002,88.25551417931825,251.07666666666663,60.27566829898188,19.451815769384584,246.10916666666662,49.16021027523739,Sell
262,262,"544,008",-8.45,"Charles River Laboratories International, Inc.",230.975,11897707520,25.05,-3.53%,Healthcare,CRL,163137,232.56,270.95,254.19,216.28,236.4,197.08,168.36,195.98,206.82,209.54,210.25,193.38,190.12,201.82,219.34,243.25,217.9,228.57,212.25,196.8,205.25,250.54,213.97,234.08,241.51,283.97,291.16,329.76,376.78,365.87,448.68,412.67,443.86,406.92,369.92,337.99,332.45,289.83,286.14,259.05,249.86,234.52,227.7,226.45,218.95,198.99,174.35,179.66,144.67,126.21,155.57,154.58,152.76,145.25,129.98,132.37,131.2,134.54,141.9,125.45,-8.509382745190603,252.5666666666667,15.714630833151062,18.002841485691086,234.57666666666668,23.999519902605453,20.260626745268386,215.98250000000004,27.183809864513098,Sell
263,263,"276,493",-13.32,"Medpace Holdings, Inc.",384.245,11905216512,39.13,-3.35%,Healthcare,MEDP,47560,376.26,404.15,397.52,291.58,306.53,270.72,242.67,242.13,270.27,253.17,240.17,206.97,200.14,188.05,193.88,221.07,212.41,209.89,221.98,157.17,147.61,169.53,149.67,143.24,133.57,163.59,152.97,177.46,217.64,207.41,226.55,189.28,182.35,175.94,176.63,167.06,169.68,164.05,162.43,132.79,139.2,128.36,110.94,111.75,129.79,119.35,93.02,92.82,79.86,73.38,89.94,85.55,84.06,76.67,73.63,84.04,80.91,78.76,65.42,53.98,-5.348158583215937,392.64333333333326,11.896762398045757,38.98492907801417,341.1266666666666,53.221862571273796,81.7944629656472,291.84499999999997,63.43800471063592,Sell
